,path,classes,img_mode,width,height,aspect_ratio,img_size
1589,./data/indoorCVPR_09/Images/inside_bus/inside_bus_070.jpg,inside_bus,RGB,650,436,1.49,283400
1590,./data/indoorCVPR_09/Images/children_room/playroom_000_66_.jpg,children_room,RGB,375,282,1.33,105750
1591,./data/indoorCVPR_09/Images/hairsalon/fdc_2701_1.jpg,hairsalon,RGB,467,350,1.33,163450
1592,./data/indoorCVPR_09/Images/videostore/videoteca_05_12_flickr.jpg,videostore,RGB,375,500,0.75,187500
1593,./data/indoorCVPR_09/Images/kindergarden/Classroom_109.jpg,kindergarden,RGB,816,616,1.32,502656
1594,./data/indoorCVPR_09/Images/laundromat/laundry_room_area.jpg,laundromat,RGB,256,256,1.0,65536
1595,./data/indoorCVPR_09/Images/bowling/bowling_0036.jpg,bowling,RGB,600,400,1.5,240000
1596,./data/indoorCVPR_09/Images/buffet/buffet87.jpg,buffet,RGB,256,256,1.0,65536
1597,./data/indoorCVPR_09/Images/church_inside/144952333.jpg,church_inside,RGB,500,375,1.33,187500
1598,./data/indoorCVPR_09/Images/classroom/class_room_2.jpg,classroom,RGB,256,256,1.0,65536
1599,./data/indoorCVPR_09/Images/bakery/panetteria_01_01_altavista.jpg,bakery,RGB,300,200,1.5,60000
1600,./data/indoorCVPR_09/Images/gym/VAVORITE_GYM_SHOT_DIGITAL.jpg,gym,RGB,1258,858,1.47,1079364
1601,./data/indoorCVPR_09/Images/concert_hall/concert2.jpg,concert_hall,RGB,640,480,1.33,307200
1602,./data/indoorCVPR_09/Images/kindergarden/classA01.jpg,kindergarden,RGB,400,300,1.33,120000
1603,./data/indoorCVPR_09/Images/livingroom/familyroom97.jpg,livingroom,RGB,256,256,1.0,65536
1604,./data/indoorCVPR_09/Images/fastfood_restaurant/149212593_1abe45be1e.jpg,fastfood_restaurant,RGB,500,375,1.33,187500
1605,./data/indoorCVPR_09/Images/bathroom/indoor_0197.jpg,bathroom,RGB,225,300,0.75,67500
1606,./data/indoorCVPR_09/Images/lobby/egypt005.jpg,lobby,RGB,450,600,0.75,270000
1607,./data/indoorCVPR_09/Images/bowling/bowling_0029.jpg,bowling,RGB,500,356,1.4,178000
1608,./data/indoorCVPR_09/Images/lobby/lobby31.jpg,lobby,RGB,256,256,1.0,65536
1609,./data/indoorCVPR_09/Images/pantry/White_WI_Pantry_woDining_Rm.jpg,pantry,RGB,648,651,1.0,421848
1610,./data/indoorCVPR_09/Images/garage/Garage7654.jpg,garage,RGB,432,324,1.33,139968
1611,./data/indoorCVPR_09/Images/warehouse/warehouse_0216.jpg,warehouse,RGB,640,480,1.33,307200
1612,./data/indoorCVPR_09/Images/concert_hall/19052005180320_6.jpg,concert_hall,RGB,256,256,1.0,65536
1613,./data/indoorCVPR_09/Images/winecellar/bodega_38_21_yahoo.jpg,winecellar,RGB,500,375,1.33,187500
1614,./data/indoorCVPR_09/Images/museum/museo_43_04_flickr.jpg,museum,RGB,500,333,1.5,166500
1615,./data/indoorCVPR_09/Images/kindergarden/Preschool_Place_Market.jpg,kindergarden,RGB,475,370,1.28,175750
1616,./data/indoorCVPR_09/Images/garage/GarageInside.jpg,garage,RGB,256,256,1.0,65536
1617,./data/indoorCVPR_09/Images/lobby/16.jpg,lobby,RGB,256,256,1.0,65536
1618,./data/indoorCVPR_09/Images/inside_bus/inside_bus_071.jpg,inside_bus,RGB,632,366,1.73,231312
1619,./data/indoorCVPR_09/Images/meeting_room/conf08.jpg,meeting_room,RGB,256,256,1.0,65536
1620,./data/indoorCVPR_09/Images/children_room/girlsplayroom_18_.jpg,children_room,RGB,360,480,0.75,172800
1621,./data/indoorCVPR_09/Images/casino/casino_0041.jpg,casino,RGB,400,300,1.33,120000
1622,./data/indoorCVPR_09/Images/jewelleryshop/170208.jpg,jewelleryshop,RGB,235,302,0.78,70970
1623,./data/indoorCVPR_09/Images/restaurant/bistro_43_06_altavista.jpg,restaurant,RGB,350,263,1.33,92050
1624,./data/indoorCVPR_09/Images/videostore/video_store_05_01_altavista.jpg,videostore,RGB,500,360,1.39,180000
1625,./data/indoorCVPR_09/Images/corridor/p1010076_c.jpg,corridor,RGB,256,256,1.0,65536
1626,./data/indoorCVPR_09/Images/greenhouse/_7CCDF0C3_D08A_420C_8275_8544C0A84D0C_19112003_002.jpg,greenhouse,RGB,1280,960,1.33,1228800
1627,./data/indoorCVPR_09/Images/operating_room/surgery_room_06_04_altavista.jpg,operating_room,RGB,300,295,1.02,88500
1628,./data/indoorCVPR_09/Images/poolinside/pool_inside_16_02_altavista.jpg,poolinside,RGB,430,238,1.81,102340
1629,./data/indoorCVPR_09/Images/trainstation/train_station_11_18_altavista.jpg,trainstation,RGB,1024,682,1.5,698368
1630,./data/indoorCVPR_09/Images/office/water_office.jpg,office,RGB,320,240,1.33,76800
1631,./data/indoorCVPR_09/Images/stairscase/stairs07.jpg,stairscase,RGB,256,256,1.0,65536
1632,./data/indoorCVPR_09/Images/bakery/bakery_23_13_yahoo.jpg,bakery,RGB,500,375,1.33,187500
1633,./data/indoorCVPR_09/Images/tv_studio/estudio_rbs_tv_bage_44_.jpg,tv_studio,RGB,2816,2112,1.33,5947392
1634,./data/indoorCVPR_09/Images/toystore/toys_store_14_15_altavista.jpg,toystore,RGB,750,1000,0.75,750000
1635,./data/indoorCVPR_09/Images/trainstation/gare_97_15_flickr.jpg,trainstation,RGB,500,375,1.33,187500
1636,./data/indoorCVPR_09/Images/buffet/buffet_food.jpg,buffet,RGB,256,256,1.0,65536
1637,./data/indoorCVPR_09/Images/grocerystore/veg_isle1.jpg,grocerystore,RGB,2048,1536,1.33,3145728
1638,./data/indoorCVPR_09/Images/laundromat/PO_06_03_3000_81_l.jpg,laundromat,RGB,620,690,0.9,427800
1639,./data/indoorCVPR_09/Images/elevator/elevator_google_0074.jpg,elevator,RGB,480,640,0.75,307200
1640,./data/indoorCVPR_09/Images/mall/ins47.jpg,mall,RGB,256,256,1.0,65536
1641,./data/indoorCVPR_09/Images/hairsalon/ricardo_maggiore_salon.jpg,hairsalon,RGB,471,353,1.33,166263
1642,./data/indoorCVPR_09/Images/subway/subway_0259.jpg,subway,RGB,800,600,1.33,480000
1643,./data/indoorCVPR_09/Images/trainstation/gare_67_13_flickr.jpg,trainstation,RGB,500,308,1.62,154000
1644,./data/indoorCVPR_09/Images/grocerystore/integral_color4_detail.jpg,grocerystore,RGB,650,520,1.25,338000
1645,./data/indoorCVPR_09/Images/dining_room/n15m.jpg,dining_room,RGB,256,256,1.0,65536
1646,./data/indoorCVPR_09/Images/office/interior004.jpg,office,RGB,256,256,1.0,65536
1647,./data/indoorCVPR_09/Images/hairsalon/salon_coiffure_ca.jpg,hairsalon,RGB,256,256,1.0,65536
1648,./data/indoorCVPR_09/Images/meeting_room/conf20.jpg,meeting_room,RGB,256,256,1.0,65536
1649,./data/indoorCVPR_09/Images/deli/deli_08_18_yahoo.jpg,deli,RGB,500,375,1.33,187500
1650,./data/indoorCVPR_09/Images/bedroom/int139.jpg,bedroom,RGB,256,256,1.0,65536
1651,./data/indoorCVPR_09/Images/restaurant/restaurante_40_11_altavista.jpg,restaurant,RGB,1600,1200,1.33,1920000
1652,./data/indoorCVPR_09/Images/bowling/bowling_0035.jpg,bowling,RGB,400,300,1.33,120000
1653,./data/indoorCVPR_09/Images/operating_room/operating_room_04_19_altavista.jpg,operating_room,RGB,300,200,1.5,60000
1654,./data/indoorCVPR_09/Images/pantry/despensa_99_09_flickr.jpg,pantry,RGB,375,500,0.75,187500
1655,./data/indoorCVPR_09/Images/casino/casino_0077.jpg,casino,RGB,400,300,1.33,120000
1656,./data/indoorCVPR_09/Images/tv_studio/estudio028_86_.jpg,tv_studio,RGB,570,428,1.33,243960
1657,./data/indoorCVPR_09/Images/cloister/Graus_Claustro.jpg,cloister,RGB,1600,1272,1.26,2035200
1658,./data/indoorCVPR_09/Images/videostore/videoclub_03_23_flickr.jpg,videostore,RGB,500,333,1.5,166500
1659,./data/indoorCVPR_09/Images/bedroom/IMG_9816.jpg,bedroom,RGB,2048,1536,1.33,3145728
1660,./data/indoorCVPR_09/Images/jewelleryshop/shopinterior.jpg,jewelleryshop,RGB,400,300,1.33,120000
1661,./data/indoorCVPR_09/Images/hospitalroom/UGHHPD010.jpg,hospitalroom,RGB,640,480,1.33,307200
1662,./data/indoorCVPR_09/Images/dining_room/dining2.jpg,dining_room,RGB,500,399,1.25,199500
1663,./data/indoorCVPR_09/Images/poolinside/schwimmbad003.jpg,poolinside,RGB,900,473,1.9,425700
1664,./data/indoorCVPR_09/Images/bar/bar_0435.jpg,bar,RGB,403,550,0.73,221650
1665,./data/indoorCVPR_09/Images/inside_subway/inside_subway_0171.jpg,inside_subway,RGB,563,750,0.75,422250
1666,./data/indoorCVPR_09/Images/subway/subway_0460.jpg,subway,RGB,595,399,1.49,237405
1667,./data/indoorCVPR_09/Images/videostore/videoclub_04_19_flickr.jpg,videostore,RGB,500,375,1.33,187500
1668,./data/indoorCVPR_09/Images/closet/8c.jpg,closet,RGB,360,300,1.2,108000
1669,./data/indoorCVPR_09/Images/prisoncell/jail_cell22.jpg,prisoncell,RGB,337,234,1.44,78858
1670,./data/indoorCVPR_09/Images/warehouse/warehouse_0333.jpg,warehouse,RGB,512,384,1.33,196608
1671,./data/indoorCVPR_09/Images/bar/bar_0376.jpg,bar,RGB,300,225,1.33,67500
1672,./data/indoorCVPR_09/Images/concert_hall/GTPR_DiGiCo_VAC_04_LR.jpg,concert_hall,RGB,256,256,1.0,65536
1673,./data/indoorCVPR_09/Images/casino/casino_0236.jpg,casino,RGB,400,300,1.33,120000
1674,./data/indoorCVPR_09/Images/warehouse/warehouse_0154.jpg,warehouse,RGB,610,458,1.33,279380
1675,./data/indoorCVPR_09/Images/dining_room/d3.jpg,dining_room,RGB,256,256,1.0,65536
1676,./data/indoorCVPR_09/Images/gameroom/gameroom_pocket.jpg,gameroom,RGB,585,439,1.33,256815
1677,./data/indoorCVPR_09/Images/restaurant_kitchen/restaurant_kitchen_google_0010.jpg,restaurant_kitchen,RGB,1024,768,1.33,786432
1678,./data/indoorCVPR_09/Images/waitingroom/Bistro_3_BMP.jpg,waitingroom,RGB,640,480,1.33,307200
1679,./data/indoorCVPR_09/Images/dentaloffice/dentaire_11_13_flickr.jpg,dentaloffice,RGB,334,500,0.67,167000
1680,./data/indoorCVPR_09/Images/poolinside/0310_piscines_9.jpg,poolinside,RGB,450,338,1.33,152100
1681,./data/indoorCVPR_09/Images/classroom/sdeclasse2.jpg,classroom,RGB,256,256,1.0,65536
1682,./data/indoorCVPR_09/Images/fastfood_restaurant/chip2.jpg,fastfood_restaurant,RGB,448,298,1.5,133504
1683,./data/indoorCVPR_09/Images/florist/floreria_08_08_flickr.jpg,florist,RGB,500,375,1.33,187500
1684,./data/indoorCVPR_09/Images/casino/casino_0232.jpg,casino,RGB,400,301,1.33,120400
1685,./data/indoorCVPR_09/Images/toystore/jugueteria_04_03_flickr.jpg,toystore,RGB,500,375,1.33,187500
1686,./data/indoorCVPR_09/Images/casino/casino_0018.jpg,casino,RGB,400,300,1.33,120000
1687,./data/indoorCVPR_09/Images/bookstore/Librairie_48_13_altavista.jpg,bookstore,RGB,461,366,1.26,168726
1688,./data/indoorCVPR_09/Images/greenhouse/invernadero_flores2.jpg,greenhouse,RGB,318,333,0.95,105894
1689,./data/indoorCVPR_09/Images/hairsalon/1871389960_44f51e02e4.jpg,hairsalon,RGB,256,256,1.0,65536
1690,./data/indoorCVPR_09/Images/kindergarden/pre2.jpg,kindergarden,RGB,700,450,1.56,315000
1691,./data/indoorCVPR_09/Images/mall/3163.jpg,mall,RGB,256,256,1.0,65536
1692,./data/indoorCVPR_09/Images/artstudio/artist_studio_24_05_altavista.jpg,artstudio,RGB,400,300,1.33,120000
1693,./data/indoorCVPR_09/Images/office/int85.jpg,office,RGB,256,256,1.0,65536
1694,./data/indoorCVPR_09/Images/bathroom/indoor_0187.jpg,bathroom,RGB,300,225,1.33,67500
1695,./data/indoorCVPR_09/Images/waitingroom/WebsiteWaitingRoom.jpg,waitingroom,RGB,256,256,1.0,65536
1696,./data/indoorCVPR_09/Images/corridor/pasillo33_c.jpg,corridor,RGB,256,256,1.0,65536
1697,./data/indoorCVPR_09/Images/locker_room/locker_room_google_0031.jpg,locker_room,RGB,750,500,1.5,375000
1698,./data/indoorCVPR_09/Images/kitchen/kitchen037.jpg,kitchen,RGB,1400,1050,1.33,1470000
1699,./data/indoorCVPR_09/Images/studiomusic/int806.jpg,studiomusic,RGB,256,256,1.0,65536
1700,./data/indoorCVPR_09/Images/bowling/bowling_0183.jpg,bowling,RGB,432,576,0.75,248832
1701,./data/indoorCVPR_09/Images/trainstation/gare_03_09_altavista.jpg,trainstation,RGB,480,640,0.75,307200
1702,./data/indoorCVPR_09/Images/winecellar/wine_cellar_17_19_altavista.jpg,winecellar,RGB,540,666,0.81,359640
1703,./data/indoorCVPR_09/Images/office/o3.jpg,office,RGB,256,256,1.0,65536
1704,./data/indoorCVPR_09/Images/locker_room/locker_room_google_0227.jpg,locker_room,RGB,435,326,1.33,141810
1705,./data/indoorCVPR_09/Images/corridor/p1010069_c.jpg,corridor,RGB,256,256,1.0,65536
1706,./data/indoorCVPR_09/Images/deli/deli_47_17_flickr.jpg,deli,RGB,500,375,1.33,187500
1707,./data/indoorCVPR_09/Images/poolinside/69214_1.jpg,poolinside,RGB,338,249,1.36,84162
1708,./data/indoorCVPR_09/Images/mall/mbk_center.jpg,mall,RGB,299,400,0.75,119600
1709,./data/indoorCVPR_09/Images/bookstore/bookstore_41_04_altavista.jpg,bookstore,RGB,286,221,1.29,63206
1710,./data/indoorCVPR_09/Images/computerroom/Salle_Informatique_Bellavista_060831_2_1.jpg,computerroom,RGB,256,256,1.0,65536
1711,./data/indoorCVPR_09/Images/trainstation/gare_87_18_flickr.jpg,trainstation,RGB,500,375,1.33,187500
1712,./data/indoorCVPR_09/Images/gym/gimnasio_02_04_altavista.jpg,gym,RGB,450,338,1.33,152100
1713,./data/indoorCVPR_09/Images/artstudio/art_painting_studio_01_10_altavista.jpg,artstudio,RGB,247,325,0.76,80275
1714,./data/indoorCVPR_09/Images/casino/casino_0265.jpg,casino,RGB,400,300,1.33,120000
1715,./data/indoorCVPR_09/Images/dentaloffice/dental_office_46_03_altavista.jpg,dentaloffice,RGB,350,232,1.51,81200
1716,./data/indoorCVPR_09/Images/grocerystore/shop14.jpg,grocerystore,RGB,256,256,1.0,65536
1717,./data/indoorCVPR_09/Images/corridor/p1010072_c.jpg,corridor,RGB,256,256,1.0,65536
1718,./data/indoorCVPR_09/Images/bakery/144215_Delicious_bakery_0.jpg,bakery,RGB,256,256,1.0,65536
1719,./data/indoorCVPR_09/Images/jewelleryshop/jewelry_store_case_1_9_21_.jpg,jewelleryshop,RGB,1350,1012,1.33,1366200
1720,./data/indoorCVPR_09/Images/locker_room/locker_room_google_0242.jpg,locker_room,RGB,470,311,1.51,146170
1721,./data/indoorCVPR_09/Images/studiomusic/fqtr_estudio.jpg,studiomusic,RGB,450,338,1.33,152100
1722,./data/indoorCVPR_09/Images/bowling/bowling_0087.jpg,bowling,RGB,420,294,1.43,123480
1723,./data/indoorCVPR_09/Images/restaurant_kitchen/restaurant_kitchen_google_0106.jpg,restaurant_kitchen,RGB,336,252,1.33,84672
1724,./data/indoorCVPR_09/Images/clothingstore/Lacys_4.jpg,clothingstore,RGB,256,256,1.0,65536
1725,./data/indoorCVPR_09/Images/auditorium/d38_img_1758_1__145.jpg,auditorium,RGB,600,450,1.33,270000
1726,./data/indoorCVPR_09/Images/fastfood_restaurant/dining_room.jpg,fastfood_restaurant,RGB,500,303,1.65,151500
1727,./data/indoorCVPR_09/Images/gym/MSAC_Gym_20061515.jpg,gym,RGB,256,256,1.0,65536
1728,./data/indoorCVPR_09/Images/nursery/nursery1.jpg,nursery,RGB,2048,1536,1.33,3145728
1729,./data/indoorCVPR_09/Images/winecellar/Restaurant_Wine_Cellar_larg.jpg,winecellar,RGB,256,256,1.0,65536
1730,./data/indoorCVPR_09/Images/meeting_room/conference_room4.jpg,meeting_room,RGB,1600,1200,1.33,1920000
1731,./data/indoorCVPR_09/Images/casino/casino_0157.jpg,casino,RGB,432,576,0.75,248832
1732,./data/indoorCVPR_09/Images/library/store.jpg,library,RGB,256,256,1.0,65536
1733,./data/indoorCVPR_09/Images/library/association_bibliotheque.jpg,library,RGB,256,256,1.0,65536
1734,./data/indoorCVPR_09/Images/gym/gimnasio_40_24_flickr.jpg,gym,RGB,500,332,1.51,166000
1735,./data/indoorCVPR_09/Images/casino/casino_0455.jpg,casino,RGB,400,300,1.33,120000
1736,./data/indoorCVPR_09/Images/hospitalroom/HospitalRoom.jpg,hospitalroom,RGB,300,200,1.5,60000
1737,./data/indoorCVPR_09/Images/nursery/baba7.jpg,nursery,RGB,327,500,0.65,163500
1738,./data/indoorCVPR_09/Images/children_room/AT_99_1_7839_22_l.jpg,children_room,RGB,692,461,1.5,319012
1739,./data/indoorCVPR_09/Images/toystore/speelgoed_54_22_flickr.jpg,toystore,RGB,500,375,1.33,187500
1740,./data/indoorCVPR_09/Images/lobby/erasme_acceuil.jpg,lobby,RGB,256,256,1.0,65536
1741,./data/indoorCVPR_09/Images/church_inside/3810071_l.jpg,church_inside,RGB,480,320,1.5,153600
1742,./data/indoorCVPR_09/Images/elevator/elevator_google_0045.jpg,elevator,RGB,300,400,0.75,120000
1743,./data/indoorCVPR_09/Images/meeting_room/conference_room_600.jpg,meeting_room,RGB,595,404,1.47,240380
1744,./data/indoorCVPR_09/Images/restaurant_kitchen/restaurant_kitchen_google_0094.jpg,restaurant_kitchen,RGB,624,337,1.85,210288
1745,./data/indoorCVPR_09/Images/bakery/new_bakery_33_09_altavista.jpg,bakery,RGB,275,206,1.33,56650
1746,./data/indoorCVPR_09/Images/florist/floreria_05_07_flickr.jpg,florist,RGB,500,335,1.49,167500
1747,./data/indoorCVPR_09/Images/hairsalon/onglet_salon_d_application_paragraphe_coiffure.jpg,hairsalon,RGB,384,288,1.33,110592
1748,./data/indoorCVPR_09/Images/movietheater/movietheater_google_0035.jpg,movietheater,RGB,300,300,1.0,90000
1749,./data/indoorCVPR_09/Images/museum/museum_127_04_flickr.jpg,museum,RGB,418,500,0.84,209000
1750,./data/indoorCVPR_09/Images/office/office17.jpg,office,RGB,256,256,1.0,65536
1751,./data/indoorCVPR_09/Images/bowling/bowling_0111.jpg,bowling,RGB,640,480,1.33,307200
1752,./data/indoorCVPR_09/Images/gym/HO_00_02_5304_28A_l.jpg,gym,RGB,256,256,1.0,65536
1753,./data/indoorCVPR_09/Images/closet/closet12345.jpg,closet,RGB,256,256,1.0,65536
1754,./data/indoorCVPR_09/Images/children_room/hiemstra_011_19_.jpg,children_room,RGB,384,576,0.67,221184
1755,./data/indoorCVPR_09/Images/pantry/pantry_145_11_flickr.jpg,pantry,RGB,500,375,1.33,187500
1756,./data/indoorCVPR_09/Images/movietheater/movietheater_google_0040.jpg,movietheater,RGB,300,434,0.69,130200
1757,./data/indoorCVPR_09/Images/auditorium/auditorium_back_30.jpg,auditorium,RGB,444,297,1.49,131868
1758,./data/indoorCVPR_09/Images/garage/GarageInside1.jpg,garage,RGB,256,256,1.0,65536
1759,./data/indoorCVPR_09/Images/library/763634302_e25f44402d.jpg,library,RGB,256,256,1.0,65536
1760,./data/indoorCVPR_09/Images/lobby/lobby6.jpg,lobby,RGB,700,525,1.33,367500
1761,./data/indoorCVPR_09/Images/nursery/enfant2.jpg,nursery,RGB,256,256,1.0,65536
1762,./data/indoorCVPR_09/Images/subway/subway_0478.jpg,subway,RGB,500,375,1.33,187500
1763,./data/indoorCVPR_09/Images/bar/bar_0056.jpg,bar,RGB,384,308,1.25,118272
1764,./data/indoorCVPR_09/Images/church_inside/kirche_rueckansicht.jpg,church_inside,RGB,256,256,1.0,65536
1765,./data/indoorCVPR_09/Images/gym/refurbished_gym_equipment.jpg,gym,RGB,256,256,1.0,65536
1766,./data/indoorCVPR_09/Images/restaurant_kitchen/restaurant_kitchen_google_0092.jpg,restaurant_kitchen,RGB,350,235,1.49,82250
1767,./data/indoorCVPR_09/Images/closet/LargeWalkin.jpg,closet,RGB,256,256,1.0,65536
1768,./data/indoorCVPR_09/Images/bowling/bowling_0145.jpg,bowling,RGB,640,480,1.33,307200
1769,./data/indoorCVPR_09/Images/closet/JLH_deluxemaplea.jpg,closet,RGB,256,256,1.0,65536
1770,./data/indoorCVPR_09/Images/bathroom/interior015.jpg,bathroom,RGB,256,256,1.0,65536
1771,./data/indoorCVPR_09/Images/inside_bus/inside_bus_026.jpg,inside_bus,RGB,356,263,1.35,93628
1772,./data/indoorCVPR_09/Images/deli/deli_34_20_flickr.jpg,deli,RGB,500,334,1.5,167000
1773,./data/indoorCVPR_09/Images/garage/3_CAR_GARAGE_1_1_25782352_std.jpg,garage,RGB,800,600,1.33,480000
1774,./data/indoorCVPR_09/Images/inside_subway/inside_subway_0269.jpg,inside_subway,RGB,411,600,0.69,246600
1775,./data/indoorCVPR_09/Images/studiomusic/364906b0.jpg,studiomusic,RGB,400,363,1.1,145200
1776,./data/indoorCVPR_09/Images/shoeshop/zapato_1.jpg,shoeshop,RGB,307,229,1.34,70303
1777,./data/indoorCVPR_09/Images/florist/fleuriste_69.jpg,florist,RGB,256,256,1.0,65536
1778,./data/indoorCVPR_09/Images/nursery/2008_08_05_abc_nursery.jpg,nursery,RGB,500,335,1.49,167500
1779,./data/indoorCVPR_09/Images/bakery/boulangerie_04_12_altavista.jpg,bakery,RGB,420,315,1.33,132300
1780,./data/indoorCVPR_09/Images/florist/floreria_03_18_flickr.jpg,florist,RGB,500,335,1.49,167500
1781,./data/indoorCVPR_09/Images/library/207157437_14c21369e9.jpg,library,RGB,256,256,1.0,65536
1782,./data/indoorCVPR_09/Images/classroom/classroom02.jpg,classroom,RGB,256,256,1.0,65536
1783,./data/indoorCVPR_09/Images/bowling/bowling_0078.jpg,bowling,RGB,640,480,1.33,307200
1784,./data/indoorCVPR_09/Images/stairscase/AT_04_03_2000_52_l.jpg,stairscase,RGB,256,256,1.0,65536
1785,./data/indoorCVPR_09/Images/jewelleryshop/412531_2.jpg,jewelleryshop,RGB,300,200,1.5,60000
1786,./data/indoorCVPR_09/Images/meeting_room/conf03.jpg,meeting_room,RGB,256,256,1.0,65536
1787,./data/indoorCVPR_09/Images/artstudio/art_painting_studio_24_02_altavista.jpg,artstudio,RGB,397,265,1.5,105205
1788,./data/indoorCVPR_09/Images/artstudio/art_painting_studio_15_16_altavista.jpg,artstudio,RGB,316,466,0.68,147256
1789,./data/indoorCVPR_09/Images/jewelleryshop/inside_18_.jpg,jewelleryshop,RGB,1614,1188,1.36,1917432
1790,./data/indoorCVPR_09/Images/kitchen/int35.jpg,kitchen,RGB,256,256,1.0,65536
1791,./data/indoorCVPR_09/Images/dining_room/lv_02_03_9714_10_l.jpg,dining_room,RGB,256,256,1.0,65536
1792,./data/indoorCVPR_09/Images/garage/CustomGarage006_1.jpg,garage,RGB,1000,667,1.5,667000
1793,./data/indoorCVPR_09/Images/toystore/165.jpg,toystore,RGB,400,300,1.33,120000
1794,./data/indoorCVPR_09/Images/bookstore/bookstore72.jpg,bookstore,RGB,256,256,1.0,65536
1795,./data/indoorCVPR_09/Images/warehouse/warehouse_0235.jpg,warehouse,RGB,921,614,1.5,565494
1796,./data/indoorCVPR_09/Images/inside_subway/inside_subway_0248.jpg,inside_subway,RGB,500,333,1.5,166500
1797,./data/indoorCVPR_09/Images/jewelleryshop/joyeria_156_16_flickr.jpg,jewelleryshop,RGB,500,375,1.33,187500
1798,./data/indoorCVPR_09/Images/bathroom/indoor_0332.jpg,bathroom,RGB,512,340,1.51,174080
1799,./data/indoorCVPR_09/Images/garage/InsideDoor.jpg,garage,RGB,256,256,1.0,65536
1800,./data/indoorCVPR_09/Images/hospitalroom/20080116aslocscreen3_500.jpg,hospitalroom,RGB,500,305,1.64,152500
1801,./data/indoorCVPR_09/Images/gym/gimnasio_21_14_altavista.jpg,gym,RGB,433,280,1.55,121240
1802,./data/indoorCVPR_09/Images/library/bibliotheaaak.jpg,library,RGB,1280,960,1.33,1228800
1803,./data/indoorCVPR_09/Images/church_inside/243069.jpg,church_inside,RGB,256,384,0.67,98304
1804,./data/indoorCVPR_09/Images/hairsalon/hair_salon.jpg,hairsalon,RGB,574,349,1.64,200326
1805,./data/indoorCVPR_09/Images/toystore/109_0940.jpg,toystore,RGB,256,256,1.0,65536
1806,./data/indoorCVPR_09/Images/dining_room/indoor_0314.jpg,dining_room,RGB,512,456,1.12,233472
1807,./data/indoorCVPR_09/Images/restaurant/restaurant_12_01_altavista.jpg,restaurant,RGB,450,336,1.34,151200
1808,./data/indoorCVPR_09/Images/shoeshop/013D2RIO001_1.jpg,shoeshop,RGB,390,582,0.67,226980
1809,./data/indoorCVPR_09/Images/lobby/lobby56.jpg,lobby,RGB,256,256,1.0,65536
1810,./data/indoorCVPR_09/Images/greenhouse/greenhouse_981.jpg,greenhouse,RGB,256,256,1.0,65536
1811,./data/indoorCVPR_09/Images/nursery/babys_room.jpg,nursery,RGB,600,450,1.33,270000
1812,./data/indoorCVPR_09/Images/deli/deli_68_06_flickr.jpg,deli,RGB,454,500,0.91,227000
1813,./data/indoorCVPR_09/Images/waitingroom/27_blood_donation_waiting_full.jpg,waitingroom,RGB,800,600,1.33,480000
1814,./data/indoorCVPR_09/Images/warehouse/warehouse_0075.jpg,warehouse,RGB,640,480,1.33,307200
1815,./data/indoorCVPR_09/Images/buffet/lg_buffet_table.jpg,buffet,RGB,922,614,1.5,566108
1816,./data/indoorCVPR_09/Images/children_room/indoor_playroom_27_.jpg,children_room,RGB,1024,768,1.33,786432
1817,./data/indoorCVPR_09/Images/museum/museo_124_20_flickr.jpg,museum,RGB,500,379,1.32,189500
1818,./data/indoorCVPR_09/Images/auditorium/c54884a_19601d8_b_1__142.jpg,auditorium,RGB,530,354,1.5,187620
1819,./data/indoorCVPR_09/Images/gameroom/OR_99_3_4797_22_l.jpg,gameroom,RGB,454,690,0.66,313260
1820,./data/indoorCVPR_09/Images/stairscase/N190079.jpg,stairscase,RGB,256,256,1.0,65536
1821,./data/indoorCVPR_09/Images/corridor/couloir_ch1_5e.jpg,corridor,RGB,256,256,1.0,65536
1822,./data/indoorCVPR_09/Images/locker_room/locker_room_google_0132.jpg,locker_room,RGB,444,300,1.48,133200
1823,./data/indoorCVPR_09/Images/bathroom/indoor_0364.jpg,bathroom,RGB,340,512,0.66,174080
1824,./data/indoorCVPR_09/Images/florist/florist_26_04_flickr.jpg,florist,RGB,500,366,1.37,183000
1825,./data/indoorCVPR_09/Images/laboratorywet/laboratorio_quimica_07_11_altavista.jpg,laboratorywet,RGB,300,225,1.33,67500
1826,./data/indoorCVPR_09/Images/hospitalroom/hospital_room_lighting.jpg,hospitalroom,RGB,451,277,1.63,124927
1827,./data/indoorCVPR_09/Images/waitingroom/waiting_room03.jpg,waitingroom,RGB,256,256,1.0,65536
1828,./data/indoorCVPR_09/Images/casino/casino_0452.jpg,casino,RGB,400,300,1.33,120000
1829,./data/indoorCVPR_09/Images/children_room/100_1678_4_.jpg,children_room,RGB,640,480,1.33,307200
1830,./data/indoorCVPR_09/Images/hairsalon/salon1_gr.jpg,hairsalon,RGB,600,450,1.33,270000
1831,./data/indoorCVPR_09/Images/warehouse/warehouse_0413.jpg,warehouse,RGB,640,425,1.51,272000
1832,./data/indoorCVPR_09/Images/toystore/299724113_39b3a2b7f8.jpg,toystore,RGB,256,256,1.0,65536
1833,./data/indoorCVPR_09/Images/bakery/boulangerie_50_12_yahoo.jpg,bakery,RGB,375,500,0.75,187500
